order_id,order_date,customer_id,product_id,region,quantity,unit_price,discount_percent,fulfillment_days,delivery_delay,returned
4740,2023-04-05,1939,229,West,7,460.19,5,10,0,0
4741,2023-04-25,2394,291,North,3,467.27,15,7,0,0
4742,2024-05-02,1196,345,North,6,202.07,0,11,1,0
4743,2022-09-13,2596,397,North,1,188.32,20,3,0,0
4744,2022-05-24,2814,222,East,7,321.3,5,9,0,0
4745,2022-12-06,2359,354,West,1,114.82,15,9,0,0
4746,2023-11-06,1243,344,North,3,243.88,15,3,0,1
4747,2024-03-30,2463,302,West,5,468.69,0,7,0,0
4748,2024-05-29,2507,318,South,2,439.88,20,3,0,0
4749,2023-01-18,1198,382,East,9,409.47,20,6,1,0
4750,2024-04-05,2183,243,West,6,361.85,5,7,0,0
4751,2024-12-28,2883,244,South,9,42.6,15,7,1,0
4752,2024-10-23,1909,260,West,4,324.8,15,3,0,0
4753,2024-06-18,2969,214,South,4,112.63,5,7,0,0
4754,2022-12-01,2284,363,North,8,215.39,10,2,0,0
4755,2024-05-23,1927,327,West,1,188.9,5,10,0,0
4756,2023-10-28,2180,336,South,7,296.45,15,10,0,0
4757,2024-10-01,2097,343,South,8,421.24,15,1,0,0
4758,2024-08-18,2427,302,North,7,452.58,5,7,0,0
4759,2024-02-09,1147,267,East,6,379.72,10,8,0,1
4760,2023-02-04,2073,284,North,4,451.9,10,10,0,0
4761,2024-01-11,1559,375,North,4,305.89,15,1,0,0
4762,2023-07-31,1855,340,West,6,215.26,0,9,0,0
4763,2022-12-23,1520,331,West,9,39.3,10,1,0,0
4764,2022-09-29,1285,386,South,5,131.22,5,11,0,0
4765,2022-01-12,1922,316,North,6,112.73,10,4,1,0
4766,2022-07-18,1354,259,South,7,387.57,20,3,0,0
4767,2023-08-27,2508,237,South,9,98.85,0,10,0,1
4768,2023-03-12,2004,327,South,7,81.58,20,3,0,0
4769,2023-10-08,1224,339,East,8,144.29,0,10,1,0
4770,2024-04-16,2601,254,West,9,150.55,15,9,0,0
4771,2022-11-12,1621,210,South,4,400.45,15,4,1,0
4772,2024-03-15,2954,217,South,1,155.34,15,6,0,0
4773,2024-09-29,2478,241,West,4,371.54,20,2,1,0
4774,2023-12-10,1125,224,West,6,97.79,5,5,0,1
4775,2022-12-26,1294,386,West,4,334.33,5,1,0,0
4776,2023-10-29,1336,347,East,8,338.93,5,4,0,1
4777,2024-11-11,1810,244,South,6,231.29,10,1,0,0
4778,2023-11-16,2528,244,East,5,150.52,15,2,0,0
4779,2022-06-26,2409,275,East,4,160.53,0,1,0,0
4780,2022-07-01,1218,223,East,5,59.34,15,9,0,1
4781,2024-10-25,2304,313,South,1,267.09,20,4,0,1
4782,2024-10-04,1739,368,East,8,113.09,0,6,0,0
4783,2024-02-05,2779,235,North,6,146.41,20,1,0,0
4784,2024-07-01,2481,366,East,6,395.58,15,6,1,0
4785,2022-02-19,1239,361,West,1,385.71,15,11,0,0
4786,2023-10-23,2779,209,East,1,433.21,20,7,0,0
4787,2023-06-16,2326,236,East,3,152.29,10,8,0,0
4788,2022-02-03,2671,399,South,7,397.94,15,7,0,1
4789,2023-12-06,2510,361,North,6,495.14,15,1,0,0
4790,2024-12-05,1588,245,East,5,495.91,5,7,0,0
4791,2024-11-24,1867,344,East,8,463.13,20,3,0,0
4792,2022-10-19,2159,349,East,5,476.81,5,11,0,0
4793,2022-07-08,2102,367,South,4,213.67,10,8,0,0
4794,2023-10-15,2251,282,West,6,369.9,15,4,0,0
4795,2024-04-29,1207,342,West,8,188.13,10,6,0,0
4796,2023-11-08,1415,278,West,3,188.06,15,11,0,0
4797,2022-06-16,2941,285,East,7,372.89,10,11,0,0
4798,2023-05-05,2114,271,West,7,369.45,0,6,0,0
4799,2024-06-30,1269,372,West,3,97.57,5,5,0,0
4800,2023-04-15,2913,351,East,1,64.23,15,11,1,1
4801,2023-05-22,2465,376,West,2,430.99,10,7,0,0
4802,2023-08-25,2775,251,South,1,320.04,10,1,0,1
4803,2024-09-12,2602,217,West,7,440.92,10,6,0,0
4804,2023-08-02,1156,274,West,2,499.26,0,11,1,1
4805,2024-09-19,1228,397,West,5,487.26,10,8,0,0
4806,2023-01-13,1900,265,North,6,57.13,10,8,0,0
4807,2023-07-06,1786,222,East,4,483.29,0,8,0,0
4808,2022-04-05,1065,342,East,1,265.1,0,2,1,0
4809,2022-05-09,2294,347,West,1,413.3,15,7,1,0
4810,2023-05-03,2882,218,North,1,249.76,10,5,0,0
4811,2023-05-17,2660,362,North,6,49.71,5,10,1,1
4812,2024-02-09,1337,362,North,3,263.35,0,1,0,0
4813,2024-07-11,2986,304,West,4,412.87,20,2,1,0
4814,2023-06-27,1047,327,East,4,342.43,20,2,0,0
4815,2024-02-14,2653,211,North,4,68.65,20,2,0,0
4816,2024-08-08,2408,393,North,1,358.64,0,5,0,0
4817,2022-02-14,1427,310,South,5,42.04,15,9,0,0
4818,2023-04-11,2161,396,South,5,208.01,20,2,0,0
4819,2024-09-14,2940,330,East,9,320.08,5,11,0,0
4820,2022-03-18,1883,246,South,2,419.68,5,5,0,0
4821,2023-08-20,1799,250,North,5,114.35,20,8,0,0
4822,2023-09-24,2544,382,West,3,45.34,10,1,0,0
4823,2022-11-29,2887,357,South,6,228.71,15,4,0,0
4824,2022-12-24,1937,215,South,5,175.25,15,10,0,0
4825,2023-10-25,2143,390,West,6,456.54,0,1,0,0
4826,2022-10-05,2512,362,North,4,398.8,15,2,1,0
4827,2022-03-21,2909,333,North,9,408.68,0,11,1,0
4828,2023-09-19,2737,399,North,1,480.32,15,4,0,0
4829,2024-12-31,2242,355,East,1,256.71,20,5,1,0
4830,2023-07-30,1956,384,South,9,119.83,20,7,0,0
4831,2023-05-01,2445,285,North,6,206.63,15,10,0,0
4832,2023-11-01,2230,205,West,4,95.2,0,4,0,0
4833,2024-11-24,1692,327,East,7,316.27,15,1,0,0
4834,2024-02-21,1975,345,West,6,250.45,5,11,1,0
4835,2023-12-11,2450,239,West,4,33.9,5,6,0,0
4836,2022-09-13,2338,233,East,4,84.46,20,10,0,0
4837,2022-02-24,1455,289,North,8,49.28,15,9,0,0
4838,2022-04-08,1189,232,South,8,380.84,15,10,0,0
4839,2024-11-22,2387,286,North,2,466.63,5,9,0,0
4840,2024-05-23,1360,211,East,5,362.22,15,2,0,0
4841,2022-12-14,2361,352,South,3,180.38,5,9,1,0
4842,2022-04-09,2453,201,East,6,390.77,15,10,0,0
4843,2023-12-11,1931,200,North,6,188.4,20,6,0,0
4844,2024-02-25,1013,388,East,7,33.8,10,8,0,0
4845,2023-06-27,2247,230,East,4,493.94,10,5,0,0
4846,2022-05-02,1799,265,West,8,51.46,10,6,0,0
4847,2024-04-05,1432,343,West,8,267.72,0,4,0,0
4848,2022-05-22,1009,228,West,3,179.32,15,7,0,0
4849,2022-10-18,1848,338,West,7,121.97,5,7,0,0
4850,2024-01-19,2594,340,South,7,461.48,0,7,1,0
4851,2022-09-07,2724,337,North,5,304.8,20,9,0,0
4852,2024-04-19,2056,338,East,9,356.27,0,6,0,0
4853,2023-01-18,1705,364,South,3,371.63,0,2,1,0
4854,2024-07-06,2068,298,North,2,63.6,20,5,1,0
4855,2024-01-16,1604,289,East,6,367.08,10,10,1,0
4856,2022-01-10,2589,345,South,4,45.55,0,6,0,0
4857,2022-06-14,1597,344,East,2,214.24,20,4,0,0
4858,2024-12-19,1671,354,North,9,79.11,0,6,0,0
4859,2022-10-29,2212,368,South,8,143.24,20,3,1,0
4860,2023-02-22,2706,270,North,4,21.29,20,9,0,0
4861,2022-07-21,2961,200,South,2,113.02,20,3,1,0
4862,2024-05-15,2561,388,North,2,469.78,5,11,1,0
4863,2024-05-02,1623,273,North,8,488.02,5,7,0,0
4864,2024-01-15,1417,236,East,3,179.98,0,7,0,0
4865,2023-04-15,2502,366,West,1,211.24,5,7,1,0
4866,2024-07-21,1230,385,West,9,468.12,15,8,0,1
4867,2024-09-17,2456,262,East,2,388.99,10,1,0,0
4868,2022-05-21,2264,284,East,4,459.11,5,8,0,0
4869,2023-07-09,1748,334,North,2,412.95,10,8,0,0
4870,2024-04-16,1663,390,North,4,456.12,10,8,0,0
4871,2022-12-11,1209,328,East,2,475.64,5,9,0,0
4872,2022-08-26,2690,373,East,1,406.73,5,6,1,0
4873,2023-03-18,2837,393,North,2,339.51,15,6,0,0
4874,2024-08-07,2116,319,West,5,113.97,5,6,0,1
4875,2022-01-03,1543,223,South,7,101.93,15,3,0,0
4876,2024-06-27,1620,323,South,4,40.85,5,2,1,0
4877,2024-01-21,2358,317,North,7,56.08,20,2,0,0
4878,2022-05-14,2279,319,South,5,145.85,15,5,0,0
4879,2022-01-29,2060,275,South,4,228.62,20,7,1,0
4880,2022-12-24,1991,226,East,1,222.59,10,7,1,0
4881,2023-09-05,1077,361,East,3,342.18,10,1,1,0
4882,2024-03-25,2178,314,North,2,62.75,15,5,0,0
4883,2023-09-08,2539,339,East,8,351.37,15,11,0,0
4884,2022-05-23,2098,280,North,6,42.64,15,3,0,0
4885,2024-04-29,2033,321,East,1,41.75,15,8,0,0
4886,2024-07-06,1336,293,North,2,390.82,15,6,0,0
4887,2024-10-24,2029,326,East,8,231.64,5,11,0,0
4888,2024-11-09,2190,229,East,4,285.34,20,8,0,0
4889,2023-02-08,2975,312,North,6,357.02,20,6,0,0
4890,2022-10-07,1077,217,South,6,493.33,20,8,0,0
4891,2023-11-30,2516,247,West,8,313.84,0,2,0,0
4892,2023-12-14,2966,316,West,6,296.65,10,10,0,0
4893,2023-05-09,2070,276,North,4,216.47,5,4,1,0
4894,2022-11-23,2043,371,South,4,363.54,20,3,0,0
4895,2022-10-14,1532,239,East,5,180.25,5,3,0,0
4896,2024-12-22,2264,387,West,7,279.27,0,8,1,0
4897,2024-05-30,1534,215,North,4,469.45,0,10,0,0
4898,2022-06-21,2150,346,East,7,26.9,0,1,1,0
4899,2024-02-20,1436,215,East,7,128.44,0,11,0,0
4900,2022-12-19,2856,229,South,8,272.96,10,7,1,0
4901,2024-07-17,1100,249,North,9,74.87,15,5,0,0
4902,2022-02-04,1378,341,North,4,345.58,20,2,1,0
4903,2024-09-25,2973,279,West,4,494.41,10,1,0,0
4904,2024-04-02,2485,304,West,1,260.46,0,5,1,1
4905,2023-08-19,2142,319,South,6,282.14,15,6,0,0
4906,2023-04-20,1348,316,South,8,123.49,5,8,0,0
4907,2023-05-27,1803,390,West,5,274.97,15,2,0,0
4908,2022-09-09,2344,268,South,9,282.32,0,6,1,0
4909,2023-11-03,1166,297,East,2,487.19,20,9,0,0
4910,2022-09-19,1648,249,North,6,472.58,20,10,0,0
4911,2024-12-31,2248,257,East,7,456.43,0,4,0,0
4912,2023-02-27,1241,225,North,5,115.69,5,11,0,0
4913,2023-01-28,1754,308,North,5,238.37,10,2,0,0
4914,2023-12-13,2704,399,North,3,111.68,0,1,0,0
4915,2023-04-12,1728,201,East,8,261.94,15,11,0,1
4916,2022-09-09,2150,277,West,6,467.05,20,11,0,0
4917,2023-09-16,2621,244,West,7,472.87,10,10,1,0
4918,2022-07-14,2282,332,West,8,311.4,20,6,0,0
4919,2022-03-01,1455,344,West,7,106.64,5,4,0,0
4920,2024-12-18,2124,331,West,2,135.56,10,9,0,0
4921,2024-12-03,1020,319,West,7,187.66,0,10,0,0
4922,2023-09-14,2512,342,South,5,458.59,15,9,0,1
4923,2023-11-30,1078,331,West,9,104.7,0,5,0,1
4924,2022-11-03,2078,376,North,6,244.93,15,1,0,0
4925,2024-08-20,2256,212,West,6,258.0,10,3,0,1
4926,2023-11-05,1689,204,East,2,109.15,5,4,0,1
4927,2023-03-13,2569,239,West,9,190.21,0,4,0,0
4928,2024-03-26,1548,307,East,3,158.74,0,4,1,0
4929,2024-03-02,2267,227,North,4,228.02,0,10,0,0
4930,2023-01-11,1778,361,East,7,490.74,10,5,0,0
4931,2023-02-03,1207,343,North,8,81.25,5,7,0,0
4932,2024-10-28,1935,373,West,3,487.67,5,11,0,0
4933,2022-11-15,2946,214,East,5,95.34,5,7,0,0
4934,2023-12-19,2817,274,East,8,326.94,20,5,0,0
4935,2022-01-04,1413,324,South,9,63.86,5,5,0,0
4936,2022-05-17,1449,312,North,6,156.97,15,7,1,0
4937,2024-07-29,2076,360,North,2,83.16,0,8,0,0
4938,2022-12-12,1565,390,South,3,209.75,5,6,0,0
4939,2024-09-10,1488,333,South,7,322.82,10,4,0,0
4940,2022-01-21,2527,214,North,5,274.2,15,6,0,0
4941,2023-05-23,2347,235,North,5,489.42,20,9,1,0
4942,2022-05-09,1615,262,North,8,457.17,10,11,0,0
4943,2024-04-19,1309,361,North,5,249.56,5,7,0,0
4944,2022-05-02,2567,266,South,3,102.06,15,11,0,0
4945,2022-12-09,1560,354,East,2,56.48,15,8,0,0
4946,2024-01-01,2290,313,East,9,447.24,10,2,0,0
4947,2024-03-10,2123,320,South,2,133.06,0,11,0,0
4948,2023-01-03,1450,385,South,4,350.7,0,6,0,0
4949,2024-10-06,2249,325,North,3,186.7,10,11,1,0
4950,2023-03-29,1717,305,West,2,346.69,10,3,0,1
4951,2022-09-03,2136,308,West,6,420.8,20,9,0,0
4952,2022-09-02,2458,330,East,8,459.08,20,2,1,0
4953,2022-04-25,2870,250,North,2,207.47,20,5,0,0
4954,2022-03-06,2745,261,South,7,223.63,20,4,0,0
4955,2022-05-10,2519,339,West,1,271.62,10,8,0,0
4956,2024-11-14,1957,358,West,1,469.35,15,10,0,0
4957,2023-03-25,1293,222,East,3,118.92,10,6,0,0
4958,2022-05-25,1960,274,West,2,204.12,15,4,0,0
4959,2022-12-09,1131,272,West,4,106.12,0,10,0,0
4960,2023-04-07,2472,311,West,5,49.98,10,7,0,0
4961,2024-07-08,2476,340,West,5,142.91,0,1,1,0
4962,2023-10-24,1177,214,West,2,105.49,10,9,0,0
4963,2022-08-10,2527,260,North,7,44.5,15,1,1,0
4964,2023-11-19,1308,251,East,3,460.91,20,10,0,1
4965,2024-09-05,2762,335,South,5,210.16,15,3,0,0
4966,2022-08-26,1439,316,East,8,436.22,0,6,0,0
4967,2022-03-03,1866,203,East,8,431.58,5,7,0,0
4968,2022-04-29,1077,348,South,5,309.71,5,2,0,0
4969,2023-05-22,2428,314,South,3,99.92,5,4,0,0
4970,2024-04-16,2431,289,West,3,394.19,5,2,0,0
4971,2022-03-26,1694,235,South,6,57.91,0,6,0,0
4972,2023-03-20,2900,360,North,2,463.93,5,2,0,1
4973,2023-01-28,1583,261,West,4,251.83,5,8,1,0
4974,2023-12-22,2384,261,West,5,417.91,10,1,0,0
4975,2023-06-29,2439,371,North,9,477.67,15,1,0,0
4976,2023-09-18,1647,261,North,6,198.67,15,11,0,0
4977,2022-10-28,2666,231,East,3,101.32,20,8,0,0
4978,2024-06-08,2699,304,East,2,371.63,20,9,1,0
4979,2023-05-06,1934,337,West,5,168.55,15,4,0,0
4980,2024-01-02,1191,279,East,7,348.74,5,5,0,0
4981,2022-01-08,1000,364,North,4,449.27,20,9,0,0
4982,2022-06-26,2053,365,North,6,205.8,15,10,0,0
4983,2023-04-06,1963,317,South,2,25.17,15,7,0,0
4984,2023-11-26,1500,394,North,8,134.94,10,10,0,0
4985,2023-02-19,1019,264,East,5,486.13,20,9,0,0
4986,2023-09-28,1013,279,South,7,114.74,0,9,0,0
4987,2024-06-02,1696,374,East,3,25.18,5,5,0,0
4988,2024-12-25,1537,326,South,1,332.17,5,8,0,0
4989,2024-10-17,2436,338,North,2,50.43,10,8,1,0
4990,2023-05-09,2241,396,South,8,194.95,15,3,0,0
4991,2023-02-24,1596,312,North,3,334.64,5,1,0,0
4992,2024-05-20,2567,360,East,7,87.6,20,3,0,0
4993,2024-06-02,2261,213,South,9,425.84,0,9,1,0
4994,2022-01-20,1779,328,West,8,347.26,15,1,0,0
4995,2022-10-28,1839,295,South,4,36.31,10,4,0,0
4996,2023-03-27,2435,348,North,9,28.74,10,10,0,0
4997,2022-08-02,2162,230,East,5,105.56,10,7,0,0
4998,2023-03-20,2343,301,South,5,271.76,20,2,0,0
4999,2022-12-31,1082,347,North,2,447.64,20,6,0,0
5000,2023-12-18,1180,218,West,4,264.67,0,8,1,1
5001,2023-08-31,2174,372,South,5,38.95,0,7,0,0
5002,2022-12-03,2498,227,West,7,39.91,0,1,1,0
5003,2022-10-02,2921,389,East,4,251.3,0,8,1,0
5004,2023-03-07,2099,392,East,8,233.39,15,7,0,0
5005,2023-04-01,1240,247,North,6,195.38,20,3,1,0
5006,2023-08-10,2319,308,West,4,448.37,20,10,0,0
5007,2023-01-03,2124,320,South,1,192.0,10,1,0,0
5008,2024-04-26,2669,337,South,3,363.05,0,3,1,0
5009,2022-10-19,1122,251,South,5,224.18,10,11,0,0
5010,2024-02-01,2200,295,West,3,300.72,15,6,0,1
5011,2024-03-27,1259,390,North,6,31.01,15,6,0,0
5012,2023-01-13,2356,252,North,9,273.78,15,3,1,0
5013,2024-02-19,2873,217,East,6,454.64,10,9,0,0
5014,2024-04-29,2325,276,North,7,407.19,5,3,0,0
5015,2024-12-18,1234,291,East,3,419.81,0,7,0,0
5016,2024-05-12,1414,248,South,6,50.18,5,9,0,0
5017,2024-11-17,2725,382,North,5,90.21,0,10,0,0
5018,2022-02-28,1795,269,East,7,486.99,0,1,0,0
5019,2023-12-13,1730,370,South,8,178.13,0,11,0,0
5020,2022-10-30,2176,277,West,3,167.03,10,6,0,0
5021,2023-11-07,1887,266,South,8,212.16,20,9,0,0
5022,2024-02-14,2302,359,North,2,53.68,20,4,0,1
5023,2024-09-04,2981,313,South,8,291.41,5,9,0,0
5024,2023-03-08,2492,340,West,5,480.01,10,5,0,0
5025,2023-11-12,1841,256,North,9,358.56,15,3,0,0
5026,2023-04-04,1146,286,South,6,496.58,20,4,0,0
5027,2024-08-26,1070,278,East,9,312.58,5,7,0,0
5028,2022-11-11,2392,254,East,8,176.37,5,6,0,1
5029,2022-10-13,1239,218,East,1,295.08,15,4,0,0
5030,2024-07-29,2157,283,North,8,265.88,15,8,0,0
5031,2024-08-02,2909,319,West,8,273.08,0,2,0,0
5032,2022-10-09,2581,352,West,6,123.67,15,5,0,0
5033,2022-06-06,1791,363,East,8,298.0,0,10,0,0
5034,2022-02-23,1122,203,North,7,31.51,0,1,0,0
5035,2023-10-21,1032,378,West,6,292.45,5,7,0,0
5036,2024-09-19,1537,380,East,1,28.15,15,8,0,0
5037,2022-07-28,1549,350,West,7,201.47,5,5,0,0
5038,2022-05-07,2403,341,East,6,71.99,10,3,0,0
5039,2022-08-30,1730,350,South,8,70.22,15,8,0,0
5040,2024-11-08,1712,268,North,1,48.23,20,1,0,0
5041,2022-08-11,1077,310,South,6,459.08,5,8,0,0
5042,2022-01-24,1262,246,East,9,478.2,15,11,0,0
5043,2024-09-14,2570,333,North,6,381.94,0,6,0,0
5044,2024-05-18,2278,277,South,4,422.27,0,9,0,0
5045,2024-01-23,2691,398,East,1,44.73,5,1,0,0
5046,2024-08-19,2214,276,West,6,151.19,5,7,1,0
5047,2023-11-25,2533,278,East,8,100.01,10,5,0,0
5048,2023-12-09,2346,247,East,4,231.24,10,3,0,0
5049,2022-12-07,2260,240,North,9,129.07,10,7,0,0
5050,2024-05-02,2236,359,West,1,429.42,5,4,0,0
5051,2022-04-15,2781,339,North,3,139.4,0,9,0,0
5052,2022-03-10,2442,330,East,7,134.77,5,8,0,0
5053,2024-10-13,2776,352,West,2,339.53,20,9,0,1
5054,2022-10-05,1492,288,South,5,491.04,20,6,0,1
5055,2023-06-23,1058,383,North,9,329.83,15,3,0,0
5056,2024-05-29,1770,222,South,6,350.63,10,5,0,0
5057,2022-05-13,2609,349,North,6,374.59,20,4,1,0
5058,2023-06-30,2507,322,West,4,494.08,20,8,0,0
5059,2022-06-18,2459,351,South,4,320.52,20,10,0,0
5060,2024-12-04,2015,235,East,5,99.42,5,11,0,0
5061,2022-10-15,2497,292,South,3,480.24,20,1,0,0
5062,2024-05-16,1501,214,North,1,134.96,15,3,0,0
5063,2023-09-30,2384,220,North,5,219.92,0,6,0,0
5064,2023-10-17,2160,375,East,2,221.76,15,10,1,0
5065,2022-01-28,2483,215,South,2,137.03,5,10,0,0
5066,2023-02-07,1199,294,South,7,26.53,15,6,0,0
5067,2022-11-29,1818,366,North,9,137.76,20,5,0,0
5068,2024-07-09,2924,219,South,9,95.85,10,3,0,0
5069,2023-03-15,2712,245,West,1,217.8,15,2,0,1
5070,2023-03-22,2033,386,East,3,103.16,20,1,0,0
5071,2023-10-10,2613,353,North,8,338.91,10,10,0,1
5072,2024-11-09,2023,388,East,9,330.63,5,3,0,0
5073,2023-11-18,2856,225,South,7,283.94,5,6,0,0
5074,2023-02-08,2014,287,South,9,299.26,20,7,0,1
5075,2022-07-27,2343,351,West,2,238.48,5,9,0,0
5076,2023-11-30,2656,243,East,4,59.55,15,8,0,0
5077,2022-07-08,2272,319,South,1,105.96,20,2,0,0
5078,2024-01-24,2659,238,West,3,197.71,0,11,0,0
5079,2022-11-06,2556,371,South,2,406.23,5,8,0,0
5080,2024-11-18,2612,248,North,3,62.74,5,11,1,0
5081,2023-01-22,1376,216,South,5,453.84,0,1,0,0
5082,2022-02-13,2056,283,North,1,329.17,15,3,0,0
5083,2023-06-26,1548,326,South,8,88.48,15,1,0,0
5084,2022-07-27,2995,368,East,2,193.06,0,10,0,0
5085,2022-10-18,2031,322,East,5,59.82,15,4,0,0
5086,2022-03-14,1742,278,East,2,425.82,0,10,1,0
5087,2024-06-15,1519,290,North,3,178.63,5,1,0,0
5088,2024-11-13,1463,248,West,9,131.21,20,1,0,0
5089,2022-05-25,2409,244,West,1,198.74,20,8,0,0
5090,2024-06-29,2769,333,North,6,404.26,5,7,1,0
5091,2022-12-12,2367,285,North,7,300.88,15,3,0,0
5092,2022-05-15,2499,280,West,6,290.41,15,2,0,0
5093,2023-05-26,2813,322,West,9,170.31,20,9,0,0
5094,2022-02-11,1821,329,West,3,152.49,5,4,0,1
5095,2022-08-01,2317,270,East,4,314.81,0,5,1,0
5096,2023-09-09,1388,392,North,2,210.18,5,1,0,0
5097,2023-07-01,2521,309,North,3,295.97,5,6,0,0
5098,2022-03-29,2080,304,North,6,205.24,20,3,0,0
5099,2024-06-29,2065,358,North,3,47.02,15,2,0,0
5100,2024-09-05,1141,397,West,6,192.06,15,5,0,0
5101,2022-05-12,1561,239,North,9,134.5,20,5,0,1
5102,2023-09-09,2834,325,West,2,277.54,15,5,1,0
5103,2023-07-11,2127,204,North,4,47.14,5,5,1,0
5104,2023-01-12,2064,317,East,3,283.53,5,8,0,0
5105,2023-07-15,2806,240,East,1,30.63,5,4,0,0
5106,2023-12-29,1106,242,North,3,461.93,15,4,1,0
5107,2022-04-20,2812,285,East,3,294.82,20,11,0,0
5108,2022-04-27,1884,351,North,9,337.04,5,11,0,0
5109,2023-11-11,2717,282,South,3,383.06,20,11,0,0
5110,2023-10-16,1456,367,North,3,210.64,0,4,1,0
5111,2024-05-07,2950,338,West,5,53.97,5,10,1,1
5112,2022-05-29,1777,203,North,9,451.1,10,7,1,0
5113,2022-09-08,1293,398,North,9,159.89,5,8,0,0
5114,2024-02-19,1055,237,East,4,69.22,15,3,0,0
5115,2022-11-28,2583,270,East,8,236.14,5,11,0,0
5116,2022-03-14,2529,318,West,4,436.68,10,5,0,0
5117,2024-06-20,1677,245,North,8,393.92,0,7,0,0
5118,2023-04-16,1185,271,South,4,136.59,15,3,0,0
5119,2023-03-04,2987,219,South,9,293.75,20,8,0,0
5120,2024-01-08,1470,296,West,6,154.45,20,9,0,0
5121,2022-11-28,2083,337,East,3,189.1,0,4,0,0
5122,2024-01-29,2866,281,East,5,81.94,10,10,0,0
5123,2024-07-24,1812,347,North,8,486.48,20,2,0,0
5124,2024-01-04,2944,228,South,3,45.31,15,7,0,0
5125,2024-11-23,1472,200,West,1,340.03,0,10,0,0
5126,2024-02-22,1787,277,West,2,403.97,10,5,0,0
5127,2022-04-07,2409,371,East,2,412.08,0,4,1,1
5128,2023-06-14,2971,225,North,1,377.31,20,1,0,0
5129,2022-12-05,2001,300,East,7,269.58,5,9,0,0
5130,2022-09-26,2657,276,West,7,89.16,5,8,0,0
5131,2022-08-24,1028,228,South,5,334.23,20,4,0,0
5132,2022-07-05,1812,301,East,5,396.72,10,3,0,0
5133,2024-03-02,2660,252,West,4,330.68,20,9,1,0
5134,2023-08-21,1214,323,North,5,199.63,20,4,0,0
5135,2024-03-10,2439,277,North,4,453.04,20,4,0,0
5136,2023-08-04,1965,275,East,6,112.59,20,5,0,0
5137,2023-02-04,1368,208,South,4,411.73,15,9,0,0
5138,2024-12-27,2103,238,West,2,242.72,0,11,1,0
5139,2024-12-03,2588,306,East,8,204.51,20,7,0,0
5140,2023-02-21,1592,329,East,3,403.31,20,5,1,0
5141,2022-12-23,2401,307,North,1,359.81,15,1,1,0
5142,2024-03-12,1366,362,South,5,33.07,0,1,0,0
5143,2022-09-07,1081,246,East,2,134.69,10,9,0,0
5144,2024-05-24,1840,220,West,6,95.46,10,11,0,0
5145,2023-07-21,1263,260,West,2,367.88,0,7,0,0
5146,2022-12-31,2844,283,East,1,478.13,15,4,0,0
5147,2023-04-18,2114,379,East,3,158.15,15,10,0,0
5148,2024-09-22,1898,204,North,2,313.89,5,11,0,0
5149,2022-04-05,2881,321,West,1,363.19,0,2,0,0
5150,2022-01-11,1498,384,North,6,342.43,10,2,0,0
5151,2022-12-25,1067,220,East,9,224.75,20,1,0,1
5152,2023-06-27,2203,348,West,4,419.48,10,11,0,0
5153,2023-03-27,1941,311,South,2,378.11,15,8,1,0
5154,2023-11-10,1433,226,West,2,81.74,0,5,0,0
5155,2022-08-06,2997,381,North,5,216.66,10,3,0,0
5156,2023-02-05,1977,238,East,8,195.67,0,5,0,1
5157,2022-04-09,2532,291,North,7,447.02,15,7,1,0
5158,2022-07-15,1928,313,East,7,285.74,10,4,0,1
5159,2024-07-16,2465,212,West,9,165.56,5,10,0,0
5160,2024-03-02,2820,396,East,3,387.01,10,5,0,0
5161,2023-01-08,1814,292,South,5,121.89,20,8,0,0
5162,2023-09-30,2485,353,South,9,176.39,0,4,1,0
5163,2024-09-06,1739,245,West,2,148.94,5,4,0,0
5164,2023-08-13,1784,290,North,8,242.14,20,4,0,0
5165,2022-12-12,2112,234,South,6,424.04,15,10,0,0
5166,2022-04-27,2905,379,East,1,319.96,5,6,0,0
5167,2022-01-28,2126,329,West,9,287.53,15,7,0,0
5168,2023-07-06,2609,312,East,4,383.63,20,2,0,0
5169,2022-12-13,1078,202,East,6,490.97,5,5,0,0
5170,2023-06-14,2938,293,North,5,467.99,10,9,0,0
5171,2022-07-23,1075,263,North,5,115.36,20,4,0,0
5172,2023-12-04,2074,261,South,9,484.02,10,5,0,0
5173,2022-10-21,1089,303,East,1,87.53,15,5,1,0
5174,2022-07-08,2877,224,North,5,386.96,20,5,0,1
5175,2022-06-21,1146,365,West,5,120.39,20,11,0,0
5176,2023-02-27,2195,256,West,2,382.95,20,11,0,0
5177,2024-07-01,2023,351,East,8,439.75,0,2,1,0
5178,2023-12-25,2408,206,East,9,141.59,0,4,0,0
5179,2023-01-02,2797,393,South,9,122.72,0,3,0,0
5180,2023-12-26,1099,274,East,6,495.01,20,9,0,0
5181,2022-12-11,2210,219,East,8,324.95,20,2,0,0
5182,2022-01-19,2104,214,North,2,381.63,10,8,1,1
5183,2024-06-24,2639,253,West,4,93.95,20,6,1,0
5184,2024-02-05,2585,262,West,4,230.28,0,4,0,0
5185,2024-04-03,1393,285,North,4,304.53,0,9,0,0
5186,2024-11-20,2205,395,West,3,298.47,20,10,0,0
5187,2022-04-11,2170,230,South,7,42.68,20,7,0,1
5188,2023-10-10,2338,300,North,8,66.42,20,9,0,0
